123;ATHENEE ADOLPHE MAX;BOULEVARD CLOVIS  40;1000;BRUXELLES;190;BOULEVARD CLOVIS  40;1000;BRUXELLES
126;ATHENEE ROBERT CATTEAU;RUE ERNEST ALLARD  49;1000;BRUXELLES;193;RUE ERNEST ALLARD  49;1000;BRUXELLES
127;ATHENEE LEON LEPAGE;RUE DES RICHES CLAIRES  30;1000;BRUXELLES;194;RUE DES RICHES CLAIRES  30;1000;BRUXELLES
130;LYCEE HENRIETTE DACHSBECK;RUE DE LA PAILLE  24;1000;BRUXELLES;198;RUE DE LA PAILLE  24;1000;BRUXELLES
132;INSTITUT SAINT-LOUIS;RUE DU MARAIS  113;1000;BRUXELLES;201;RUE DU MARAIS  113;1000;BRUXELLES
139;ATHENEE ROYAL GATTI DE GAMOND;RUE DU MARAIS  65;1000;BRUXELLES;213;RUE DU MARAIS  65;1000;BRUXELLES
141;LYCEE LA RETRAITE;RUE DES CONFEDERES  70;1000;BRUXELLES;216;RUE DES CONFEDERES  70;1000;BRUXELLES
142;INSTITUT DIDEROT;RUE DES CAPUCINS  58;1000;BRUXELLES;218;RUE DES CAPUCINS  58;1000;BRUXELLES
145;INSTITUT BISCHOFFSHEIM;RUE DE LA BLANCHISSERIE  52;1000;BRUXELLES;310;RUE DU CANAL  53;1000;BRUXELLES
3152;INSTITUT DE MOT-COUVREUR;PLACE DU NOUVEAU-MARCHE-AUX-GRAINS  24;1000;BRUXELLES;313;PLACE DU NOUVEAU-MARCHE-AUX-GRAINS  24;1000;BRUXELLES
3230;INSTITUT DOMINIQUE PIRE;RUE DE LENGLENTIER  6-14;1000;BRUXELLES;209;RUE DE LENGLENTIER  6-14;1000;BRUXELLES
3230;INSTITUT DOMINIQUE PIRE;RUE DE LENGLENTIER  6-14;1000;BRUXELLES;8996;RUE 'T KINT 28;1000;BRUXELLES
124;ATHENEE ROYAL DE LA RIVE GAUCHE;RUE MARIE-CHRISTINE  83;1020;LAEKEN;192;RUE MARIE-CHRISTINE  83;1020;LAEKEN
129;ATHENEE EMILE BOCKSTAEL;RUE REPER VREVEN  80;1020;BRUXELLES;197;RUE REPER VREVEN  80;1020;BRUXELLES
133;LYCEE MARIA ASSUMPTA;AVENUE WANNECOUTER 76;1020;LAEKEN;203;AVENUE WANNECOUTER  76;1020;LAEKEN
138;COLLEGE LA FRATERNITE - site Sainte-Ursule;RUE DE MOLENBEEK  173;1020;LAEKEN;210;RUE DE MOLENBEEK  173;1020;LAEKEN
140;ATHENEE ROYAL DE BRUXELLES II;RUE MARIE-CHRISTINE  37;1020;LAEKEN;215;RUE MARIE-CHRISTINE  37;1020;LAEKEN
143;INSTITUT PAUL-HENRI SPAAK;RUE ALFRED STEVENS  20;1020;BRUXELLES;221;RUE GUSTAVE DEMANET  84;1020;BRUXELLES
143;INSTITUT PAUL-HENRI SPAAK;RUE ALFRED STEVENS  20;1020;BRUXELLES;7449;RUE ALFRED STEVENS  20;1020;BRUXELLES
144;INSTITUT MARIS STELLA;RUE FELIX STERCKX  44;1020;LAEKEN;223;RUE FELIX STERCKX  44;1020;LAEKEN
185;INSTITUT NOTRE-DAME DE LOURDES;RUE EDMOND TOLLENAERE  32;1020;LAEKEN;295;RUE EDMOND TOLLENAERE  32;1020;LAEKEN
95314;ATHENEE MARGUERITE YOURCENAR;RUE CLAESSENS 10;1020;BRUXELLES;10147;RUE CLAESSENS 10;1020;BRUXELLES
222;COLLEGE ROI BAUDOUIN;AVENUE FELIX MARCHAL  62;1030;SCHAERBEEK;357;AVENUE FELIX MARCHAL  62;1030;SCHAERBEEK
419;ATHENEE ROYAL ALFRED VERWEE;RUE VERWEE  12;1030;SCHAERBEEK;770;RUE VERWEE  12;1030;SCHAERBEEK
420;ATHENEE COMMUNAL FERNAND BLUM;AVENUE ERNEST RENAN  12;1030;SCHAERBEEK;771;AVENUE DE ROODEBEEK  59;1030;SCHAERBEEK
420;ATHENEE COMMUNAL FERNAND BLUM;AVENUE ERNEST RENAN  12;1030;SCHAERBEEK;772;AVENUE ERNEST RENAN  12;1030;SCHAERBEEK
421;LYCEE COMMUNAL EMILE MAX;CHAUSSEE DE HAECHT  235;1030;SCHAERBEEK;773;AVENUE DAILLY  124;1030;SCHAERBEEK
421;LYCEE COMMUNAL EMILE MAX;CHAUSSEE DE HAECHT  235;1030;SCHAERBEEK;774;CHAUSSEE DE HAECHT  235;1030;SCHAERBEEK
422;CENTRE SCOLAIRE SAINTE-MARIE - LA SAGESSE;CHAUSSEE DE HAECHT  164;1030;SCHAERBEEK;775;CHAUSSEE DE HAECHT  164;1030;SCHAERBEEK
423;INSTITUT DE LA SAINTE-FAMILLE D'HELMET;RUE CHAUMONTEL  9;1030;SCHAERBEEK;776;RUE CHAUMONTEL  9;1030;SCHAERBEEK
428;INSTITUT TECHNIQUE CARDINAL MERCIER-NOTRE-DAME DU SACRE-COEUR;RUE PORTAELS 81;1030;SCHAERBEEK;785;RUE PORTAELS 81;1030;SCHAERBEEK
429;INSTITUT COMMUNAL TECHNIQUE FRANS FISCHER;RUE GENERAL EENENS  66;1030;SCHAERBEEK;788;RUE GENERAL EENENS  66;1030;SCHAERBEEK
432;INSTITUT SAINT-DOMINIQUE;RUE CAPORAL CLAES  38;1030;SCHAERBEEK;794;RUE CAPORAL CLAES  38;1030;SCHAERBEEK
3158;INSTITUT DE LA VIERGE FIDELE;PLACE DE JAMBLINNE DE MEUX  14;1030;SCHAERBEEK;778;PLACE DE JAMBLINNE DE MEUX  14;1030;SCHAERBEEK
128;LYCEE EMILE JACQMAIN;RUE BELLIARD  135 A;1040;BRUXELLES;196;RUE BELLIARD  135 A;1040;BRUXELLES
208;CENTRE SCOLAIRE SAINT-MICHEL;BOULEVARD SAINT-MICHEL  24;1040;ETTERBEEK;329;BOULEVARD SAINT-MICHEL  24;1040;ETTERBEEK
209;INSTITUT SAINT-JOSEPH D'ENSEIGNEMENT TECHNIQUE;RUE FELIX HAP  14;1040;ETTERBEEK;333;RUE FELIX HAP  14;1040;ETTERBEEK
210;CENTRE D'ENSEIGNEMENT SECONDAIRE D'ETTERBEEK ERNEST RICHARD;PLACE SAINT-PIERRE  5;1040;ETTERBEEK;335;PLACE SAINT-PIERRE  5;1040;ETTERBEEK
212;ATHENEE ROYAL JEAN ABSIL;AVENUE HANSEN SOULIE  27;1040;ETTERBEEK;340;AVENUE HANSEN SOULIE  27;1040;ETTERBEEK
213;INSTITUT DE L'ENFANT-JESUS;RUE GENERAL LEMAN  74;1040;ETTERBEEK;341;RUE GENERAL LEMAN  74;1040;ETTERBEEK
214;INSTITUT SAINT-STANISLAS;AVENUE DES NERVIENS  131;1040;ETTERBEEK;342;AVENUE DES NERVIENS  131;1040;ETTERBEEK
282;INSTITUT SAINT-BONIFACE- PARNASSE;RUE DU VIADUC  82;1050;IXELLES;458;RUE DU VIADUC  82;1050;IXELLES
283;'CENTRE SCOLAIRE MA CAMPAGNE;RUE AFRICAINE  3;1050;IXELLES;461;RUE DU PAGE  78;1050;IXELLES
286;COLLEGE SAINT-VINCENT SAINT-FRANCOIS;CHAUSSEE DE VLEURGAT  55;1050;IXELLES;463;RUE DES MERISIERS 7;1050;IXELLES
286;COLLEGE SAINT-VINCENT SAINT-FRANCOIS;CHAUSSEE DE VLEURGAT  55;1050;IXELLES;464;CHAUSSEE DE VLEURGAT  55;1050;IXELLES
287;INSTITUT SAINT-ANDRE;AVENUE DE L'HIPPODROME  180;1050;IXELLES;465;AVENUE DE L'HIPPODROME  180;1050;IXELLES
288;CENTRE SCOLAIRE EPERONNIERS-MERCELIS;RUE MERCELIS  36-38;1050;IXELLES;466;RUE MERCELIS  36-38;1050;IXELLES
290;ATHENEE COMMUNAL CHARLES JANSSENS;PLACE DE LONDRES  5;1050;IXELLES;474;PLACE DE LONDRES  5;1050;IXELLES
367;INSTITUT SAINT-JEAN-BAPTISTE DE LA SALLE;RUE MORIS  19;1060;SAINT-GILLES;691;AVENUE DE LA COURONNE  105;1050;IXELLES
4809;ATHENEE ROYAL D'IXELLES;RUE DE LA CROIX  40;1050;IXELLES;371;RUE DE LA CROIX  40;1050;IXELLES
365;ATHENEE ROYAL VICTOR HORTA;RUE DE LA RHETORIQUE  16;1060;SAINT-GILLES;688;RUE DE LA RHETORIQUE  16;1060;SAINT-GILLES
366;INSTITUT DES FILLES DE MARIE;RUE THEODORE VERHAEGEN  8;1060;SAINT-GILLES;689;RUE THEODORE VERHAEGEN  8;1060;SAINT-GILLES
367;INSTITUT SAINT-JEAN-BAPTISTE DE LA SALLE;RUE MORIS  19;1060;SAINT-GILLES;692;RUE MORIS  19;1060;SAINT-GILLES
